entry_time,exit_time,signal,signal_type,entry_price,exit_price,result,exit_reason,r_multiple,pnl,balance
2026-01-02 12:10:00+00:00,2026-01-02 14:40:00+00:00,BUY,BUY_TREND,4388.15,4389.04,win,TRAIL_EXIT,0.2,50.0,10050.0
2026-01-02 18:00:00+00:00,2026-01-02 19:00:00+00:00,SELL,SELL_TREND,4327.59,4327.59,win,TRAIL_EXIT,0.0,50.25,10100.25
2026-01-02 19:20:00+00:00,2026-01-02 22:20:00+00:00,SELL,SELL_TREND,4326.09,4326.09,win,TRAIL_EXIT,0.0,50.5,10150.75
2026-01-05 07:10:00+00:00,2026-01-05 07:40:00+00:00,BUY,BUY_TREND,4408.07,4408.07,win,TRAIL_EXIT,0.0,50.75,10201.51
2026-01-05 07:55:00+00:00,2026-01-05 10:45:00+00:00,BUY,BUY_TREND,4412.39,4431.23,win,TP2,3.0,306.05,10507.55
2026-01-05 11:15:00+00:00,2026-01-05 13:05:00+00:00,BUY,BUY_TREND,4431.65,4431.65,win,TRAIL_EXIT,0.0,52.54,10560.09
2026-01-05 16:20:00+00:00,2026-01-05 16:45:00+00:00,SELL,SELL_REVERSAL,4421.99,4431.29,loss,SL_PHASE1,-1.0,-105.6,10454.49
2026-01-05 17:50:00+00:00,2026-01-05 18:05:00+00:00,BUY,BUY_TREND,4444.88,4444.88,win,TRAIL_EXIT,0.0,52.27,10506.76
2026-01-05 18:45:00+00:00,2026-01-05 18:55:00+00:00,BUY,BUY_TREND,4450.89,4442.32,loss,SL_PHASE1,-1.0,-105.07,10401.69
2026-01-05 19:15:00+00:00,2026-01-06 01:25:00+00:00,BUY,BUY_TREND,4445.3,4449.77,win,TRAIL_EXIT,0.5,52.01,10453.7
2026-01-06 07:25:00+00:00,2026-01-06 07:35:00+00:00,BUY,BUY_TREND,4469.72,4469.72,win,TRAIL_EXIT,0.0,52.27,10505.97
2026-01-06 14:50:00+00:00,2026-01-06 15:20:00+00:00,BUY,BUY_TREND,4462.58,4462.58,win,TRAIL_EXIT,0.0,52.53,10558.5
2026-01-06 15:50:00+00:00,2026-01-06 16:55:00+00:00,BUY,BUY_TREND,4465.05,4488.24,win,TP2,3.0,316.75,10875.25
2026-01-06 18:15:00+00:00,2026-01-06 21:25:00+00:00,BUY,BUY_TREND,4480.0,4481.03,win,TRAIL_EXIT,0.1,54.38,10929.63
2026-01-07 07:30:00+00:00,2026-01-07 07:55:00+00:00,SELL,SELL_TREND,4453.79,4453.79,win,TRAIL_EXIT,0.0,54.65,10984.28
2026-01-07 13:05:00+00:00,2026-01-07 13:45:00+00:00,SELL,SELL_REENTRY,4462.34,4449.33,win,TP2,3.0,329.53,11313.81
2026-01-07 20:50:00+00:00,2026-01-07 21:30:00+00:00,SELL,SELL_REENTRY,4452.46,4452.46,win,TRAIL_EXIT,0.0,56.57,11370.38
2026-01-08 10:10:00+00:00,2026-01-08 10:50:00+00:00,SELL,SELL_TREND,4425.8,4425.8,win,TRAIL_EXIT,0.0,56.85,11427.23
2026-01-08 13:35:00+00:00,2026-01-08 14:00:00+00:00,BUY,BUY_REVERSAL,4427.21,4422.47,loss,SL_PHASE1,-1.0,-114.27,11312.96
2026-01-08 18:25:00+00:00,2026-01-08 20:15:00+00:00,BUY,BUY_TREND,4453.67,4453.67,win,TRAIL_EXIT,0.0,56.56,11369.52
2026-01-09 08:00:00+00:00,2026-01-09 09:30:00+00:00,BUY,BUY_TREND,4470.31,4470.31,win,TRAIL_EXIT,0.0,56.85,11426.37
2026-01-09 12:05:00+00:00,2026-01-09 12:25:00+00:00,BUY,BUY_TREND,4473.84,4469.91,loss,SL_PHASE1,-1.0,-114.26,11312.1
2026-01-09 13:45:00+00:00,2026-01-09 14:20:00+00:00,BUY,BUY_TREND,4472.34,4472.34,win,TRAIL_EXIT,0.0,56.56,11368.66
2026-01-09 20:45:00+00:00,2026-01-09 21:20:00+00:00,SELL,SELL_REVERSAL,4498.6,4498.6,win,TRAIL_EXIT,0.0,56.84,11425.51
2026-01-12 08:00:00+00:00,2026-01-12 08:50:00+00:00,SELL,SELL_REVERSAL,4577.28,4577.28,win,TRAIL_EXIT,0.0,57.13,11482.64
2026-01-12 09:45:00+00:00,2026-01-12 10:05:00+00:00,BUY,BUY_TREND,4585.13,4585.13,win,TRAIL_EXIT,0.0,57.41,11540.05
2026-01-12 12:10:00+00:00,2026-01-12 13:05:00+00:00,BUY,BUY_TREND,4592.16,4592.16,win,TRAIL_EXIT,0.0,57.7,11597.75
2026-01-12 13:40:00+00:00,2026-01-12 13:45:00+00:00,BUY,BUY_REENTRY,4592.01,4587.21,loss,SL_PHASE1,-1.0,-115.98,11481.77
2026-01-12 17:05:00+00:00,2026-01-12 18:35:00+00:00,BUY,BUY_TREND,4615.72,4615.72,win,TRAIL_EXIT,0.0,57.41,11539.18
2026-01-13 07:20:00+00:00,2026-01-13 07:30:00+00:00,BUY,BUY_TREND,4598.01,4598.01,win,TRAIL_EXIT,0.0,57.7,11596.88
2026-01-13 09:40:00+00:00,2026-01-13 10:05:00+00:00,SELL,SELL_TREND,4580.39,4586.38,loss,SL_PHASE1,-1.0,-115.97,11480.91
2026-01-13 14:35:00+00:00,2026-01-13 15:05:00+00:00,BUY,BUY_REVERSAL,4583.92,4597.83,win,TP2,3.0,344.43,11825.33
2026-01-13 16:10:00+00:00,2026-01-13 17:15:00+00:00,BUY,BUY_TREND,4618.67,4618.67,win,TRAIL_EXIT,0.0,59.13,11884.46
2026-01-14 07:30:00+00:00,2026-01-14 07:55:00+00:00,BUY,BUY_TREND,4638.36,4632.92,loss,SL_PHASE1,-1.0,-118.84,11765.62
2026-01-14 09:20:00+00:00,2026-01-14 10:00:00+00:00,BUY,BUY_TREND,4637.91,4631.83,loss,SL_PHASE1,-1.0,-117.66,11647.96
2026-01-14 10:20:00+00:00,2026-01-14 16:35:00+00:00,BUY,BUY_REVERSAL,4627.76,4627.76,win,TRAIL_EXIT,0.0,58.24,11706.2
2026-01-14 16:50:00+00:00,2026-01-14 17:05:00+00:00,BUY,BUY_REVERSAL,4615.55,4605.22,loss,SL_PHASE1,-1.0,-117.06,11589.14
2026-01-14 18:40:00+00:00,2026-01-14 18:55:00+00:00,SELL,SELL_TREND,4615.59,4615.59,win,TRAIL_EXIT,0.0,57.95,11647.08
2026-01-14 19:40:00+00:00,2026-01-14 19:55:00+00:00,SELL,SELL_TREND,4604.45,4613.34,loss,SL_PHASE1,-1.0,-116.47,11530.61
2026-01-15 07:00:00+00:00,2026-01-15 07:25:00+00:00,SELL,SELL_TREND,4589.77,4589.77,win,TRAIL_EXIT,0.0,57.65,11588.27
2026-01-15 08:25:00+00:00,2026-01-15 10:10:00+00:00,SELL,SELL_REVERSAL,4604.06,4604.06,win,TRAIL_EXIT,0.0,57.94,11646.21
2026-01-15 12:00:00+00:00,2026-01-15 12:20:00+00:00,SELL,SELL_REVERSAL,4609.82,4614.63,loss,SL_PHASE1,-1.0,-116.46,11529.75
2026-01-15 13:30:00+00:00,2026-01-15 13:45:00+00:00,BUY,BUY_TREND,4621.46,4617.21,loss,SL_PHASE1,-1.0,-115.3,11414.45
2026-01-15 13:55:00+00:00,2026-01-15 14:10:00+00:00,BUY,BUY_TREND,4619.19,4615.19,loss,SL_PHASE1,-1.0,-114.14,11300.3
2026-01-15 18:10:00+00:00,2026-01-15 18:25:00+00:00,BUY,BUY_TREND,4622.04,4613.42,loss,SL_PHASE1,-1.0,-113.0,11187.3
2026-01-15 20:45:00+00:00,2026-01-15 21:25:00+00:00,BUY,BUY_TREND,4618.72,4618.72,win,TRAIL_EXIT,0.0,55.94,11243.24
2026-01-16 08:00:00+00:00,2026-01-16 08:20:00+00:00,SELL,SELL_REVERSAL,4607.24,4607.24,win,TRAIL_EXIT,0.0,56.22,11299.45
2026-01-16 12:25:00+00:00,2026-01-16 13:15:00+00:00,SELL,SELL_REVERSAL,4607.59,4607.59,win,TRAIL_EXIT,0.0,56.5,11355.95
2026-01-19 07:55:00+00:00,2026-01-19 09:10:00+00:00,BUY,BUY_TREND,4669.99,4669.99,win,TRAIL_EXIT,0.0,56.78,11412.73
2026-01-19 10:05:00+00:00,2026-01-19 10:15:00+00:00,BUY,BUY_REENTRY,4670.7,4670.7,win,TRAIL_EXIT,0.0,57.06,11469.79
2026-01-19 12:10:00+00:00,2026-01-19 12:25:00+00:00,BUY,BUY_TREND,4670.35,4666.16,loss,SL_PHASE1,-1.0,-114.7,11355.1
2026-01-19 15:25:00+00:00,2026-01-19 15:50:00+00:00,BUY,BUY_TREND,4671.75,4667.38,loss,SL_PHASE1,-1.0,-113.55,11241.54
2026-01-19 17:40:00+00:00,2026-01-19 19:20:00+00:00,BUY,BUY_TREND,4670.25,4670.25,win,TRAIL_EXIT,0.0,56.21,11297.75
2026-01-19 19:30:00+00:00,2026-01-19 20:20:00+00:00,BUY,BUY_TREND,4672.14,4680.14,win,TP2,3.0,338.93,11636.68
2026-01-20 08:45:00+00:00,2026-01-20 11:45:00+00:00,BUY,BUY_TREND,4713.65,4736.59,win,TP2,3.0,349.1,11985.79
2026-01-20 20:55:00+00:00,2026-01-20 21:30:00+00:00,BUY,BUY_TREND,4759.37,4759.37,win,TRAIL_EXIT,0.0,59.93,12045.71
2026-01-21 08:15:00+00:00,2026-01-21 08:35:00+00:00,BUY,BUY_TREND,4875.19,4875.19,win,TRAIL_EXIT,0.0,60.23,12105.94
2026-01-21 11:05:00+00:00,2026-01-21 14:15:00+00:00,BUY,BUY_TREND,4859.44,4860.32,win,TRAIL_EXIT,0.1,60.53,12166.47
2026-01-21 15:30:00+00:00,2026-01-21 16:00:00+00:00,BUY,BUY_TREND,4871.38,4871.38,win,TRAIL_EXIT,0.0,60.83,12227.31
2026-01-21 16:35:00+00:00,2026-01-21 17:15:00+00:00,BUY,BUY_REENTRY,4870.59,4849.86,loss,SL_PHASE1,-1.0,-122.27,12105.03
2026-01-22 07:25:00+00:00,2026-01-22 07:40:00+00:00,SELL,SELL_REENTRY,4795.39,4800.6,loss,SL_PHASE1,-1.0,-121.05,11983.98
2026-01-22 14:20:00+00:00,2026-01-22 14:55:00+00:00,BUY,BUY_TREND,4830.79,4825.15,loss,SL_PHASE1,-1.0,-119.84,11864.14
2026-01-23 07:40:00+00:00,2026-01-23 07:55:00+00:00,BUY,BUY_TREND,4961.08,4961.08,win,TRAIL_EXIT,0.0,59.32,11923.46
2026-01-23 14:35:00+00:00,2026-01-23 15:20:00+00:00,BUY,BUY_TREND,4936.79,4936.79,win,TRAIL_EXIT,0.0,59.62,11983.08
2026-01-23 16:35:00+00:00,2026-01-23 16:55:00+00:00,BUY,BUY_TREND,4944.61,4944.61,win,TRAIL_EXIT,0.0,59.92,12043.0
2026-01-23 17:35:00+00:00,2026-01-23 19:50:00+00:00,BUY,BUY_TREND,4954.58,4971.89,win,TRAIL_EXIT,1.4,60.21,12103.21
2026-01-23 20:10:00+00:00,2026-01-23 20:35:00+00:00,BUY,BUY_TREND,4980.89,4971.6,loss,SL_PHASE1,-1.0,-121.03,11982.18
2026-01-23 20:50:00+00:00,2026-01-26 01:00:00+00:00,BUY,BUY_REVERSAL,4968.56,5003.44,win,TP2,3.0,359.47,12341.64
2026-01-26 09:10:00+00:00,2026-01-26 10:45:00+00:00,BUY,BUY_TREND,5091.03,5091.03,win,TRAIL_EXIT,0.0,61.71,12403.35
2026-01-26 17:50:00+00:00,2026-01-26 18:25:00+00:00,BUY,BUY_TREND,5089.31,5089.31,win,TRAIL_EXIT,0.0,62.02,12465.37
2026-01-26 18:50:00+00:00,2026-01-26 19:20:00+00:00,BUY,BUY_REENTRY,5087.11,5087.11,win,TRAIL_EXIT,0.0,62.33,12527.7
2026-01-27 08:45:00+00:00,2026-01-27 08:55:00+00:00,BUY,BUY_TREND,5089.45,5089.45,win,TRAIL_EXIT,0.0,62.64,12590.33
2026-01-27 09:30:00+00:00,2026-01-27 09:55:00+00:00,BUY,BUY_TREND,5096.25,5086.27,loss,SL_PHASE1,-1.0,-125.9,12464.43
2026-01-27 11:40:00+00:00,2026-01-27 11:50:00+00:00,SELL,SELL_REVERSAL,5087.98,5087.98,win,TRAIL_EXIT,0.0,62.32,12526.75
2026-01-27 18:00:00+00:00,2026-01-27 20:30:00+00:00,SELL,SELL_REVERSAL,5085.65,5085.65,win,TRAIL_EXIT,0.0,62.63,12589.39
2026-01-28 08:15:00+00:00,2026-01-28 10:00:00+00:00,BUY,BUY_TREND,5264.86,5295.14,win,TP2,3.0,377.68,12967.07
2026-01-28 14:20:00+00:00,2026-01-28 15:35:00+00:00,BUY,BUY_REENTRY,5267.48,5267.48,win,TRAIL_EXIT,0.0,64.84,13031.9
2026-01-28 17:30:00+00:00,2026-01-28 20:30:00+00:00,BUY,BUY_REENTRY,5273.29,5290.16,win,TRAIL_EXIT,0.6,65.16,13097.06
2026-01-29 07:35:00+00:00,2026-01-29 09:25:00+00:00,BUY,BUY_TREND,5554.0,5554.0,win,TRAIL_EXIT,0.0,65.49,13162.55
2026-01-29 11:50:00+00:00,2026-01-29 12:10:00+00:00,SELL,SELL_REVERSAL,5514.47,5514.47,win,TRAIL_EXIT,0.0,65.81,13228.36
2026-01-29 13:20:00+00:00,2026-01-29 15:10:00+00:00,BUY,BUY_REENTRY,5512.03,5517.12,win,TRAIL_EXIT,0.3,66.14,13294.5
2026-01-30 09:30:00+00:00,2026-01-30 09:50:00+00:00,SELL,SELL_TREND,5151.72,5151.72,win,TRAIL_EXIT,0.0,66.47,13360.98
2026-01-30 11:10:00+00:00,2026-01-30 12:00:00+00:00,SELL,SELL_TREND,5028.15,5028.15,win,TRAIL_EXIT,0.0,66.8,13427.78
2026-01-30 15:20:00+00:00,2026-01-30 16:00:00+00:00,SELL,SELL_TREND,5026.32,5026.32,win,TRAIL_EXIT,0.0,67.14,13494.92
2026-01-30 18:40:00+00:00,2026-01-30 19:05:00+00:00,BUY,BUY_REVERSAL,5010.38,4972.41,loss,SL_PHASE1,-1.0,-134.95,13359.97
2026-02-02 07:05:00+00:00,2026-02-02 07:45:00+00:00,SELL,SELL_TREND,4673.23,4533.55,win,TP2,3.0,400.8,13760.77
2026-02-02 16:50:00+00:00,2026-02-02 17:05:00+00:00,SELL,SELL_REENTRY,4718.89,4718.89,win,TRAIL_EXIT,0.0,68.8,13829.57
2026-02-02 17:20:00+00:00,2026-02-02 17:35:00+00:00,SELL,SELL_TREND,4697.99,4697.99,win,TRAIL_EXIT,0.0,69.15,13898.72
2026-02-02 17:45:00+00:00,2026-02-02 18:05:00+00:00,SELL,SELL_TREND,4660.86,4660.86,win,TRAIL_EXIT,0.0,69.49,13968.21
2026-02-02 19:20:00+00:00,2026-02-02 21:40:00+00:00,SELL,SELL_TREND,4672.74,4672.74,win,TRAIL_EXIT,0.0,69.84,14038.06
2026-02-03 08:10:00+00:00,2026-02-03 09:30:00+00:00,BUY,BUY_TREND,4842.98,4906.65,win,TP2,3.0,421.14,14459.2
2026-02-03 12:30:00+00:00,2026-02-03 12:55:00+00:00,BUY,BUY_TREND,4920.17,4905.85,loss,SL_PHASE1,-1.0,-144.59,14314.6
2026-02-03 15:00:00+00:00,2026-02-03 15:15:00+00:00,BUY,BUY_TREND,4921.18,4921.18,win,TRAIL_EXIT,0.0,71.57,14386.18
2026-02-03 19:15:00+00:00,2026-02-03 19:40:00+00:00,BUY,BUY_TREND,4965.93,4939.6,loss,SL_PHASE1,-1.0,-143.86,14242.32
2026-02-04 07:45:00+00:00,2026-02-04 07:55:00+00:00,BUY,BUY_TREND,5088.8,5080.24,loss,SL_PHASE1,-1.0,-142.42,14099.89
2026-02-04 09:20:00+00:00,2026-02-04 09:30:00+00:00,BUY,BUY_TREND,5081.38,5081.38,win,TRAIL_EXIT,0.0,70.5,14170.39
2026-02-04 09:45:00+00:00,2026-02-04 10:00:00+00:00,BUY,BUY_TREND,5083.23,5083.23,win,TRAIL_EXIT,0.0,70.85,14241.24
2026-02-04 10:15:00+00:00,2026-02-04 11:10:00+00:00,BUY,BUY_TREND,5087.04,5072.01,loss,SL_PHASE1,-1.0,-142.41,14098.83
2026-02-04 14:05:00+00:00,2026-02-04 14:30:00+00:00,SELL,SELL_REVERSAL,5040.91,5055.63,loss,SL_PHASE1,-1.0,-140.99,13957.84
2026-02-04 15:25:00+00:00,2026-02-04 15:35:00+00:00,BUY,BUY_REENTRY,5048.98,5048.98,win,TRAIL_EXIT,0.0,69.79,14027.63
2026-02-04 18:20:00+00:00,2026-02-04 18:50:00+00:00,SELL,SELL_TREND,4900.89,4900.89,win,TRAIL_EXIT,0.0,70.14,14097.77
2026-02-04 19:40:00+00:00,2026-02-04 20:05:00+00:00,SELL,SELL_TREND,4907.74,4907.74,win,TRAIL_EXIT,0.0,70.49,14168.26
2026-02-04 20:35:00+00:00,2026-02-04 21:05:00+00:00,SELL,SELL_TREND,4904.74,4930.85,loss,SL_PHASE1,-1.0,-141.68,14026.58
2026-02-05 08:00:00+00:00,2026-02-05 08:25:00+00:00,SELL,SELL_REVERSAL,4890.56,4922.09,loss,SL_PHASE1,-1.0,-140.27,13886.31
2026-02-05 11:55:00+00:00,2026-02-05 12:45:00+00:00,SELL,SELL_TREND,4854.99,4880.68,loss,SL_PHASE1,-1.0,-138.86,13747.45
2026-02-05 16:10:00+00:00,2026-02-05 16:35:00+00:00,SELL,SELL_TREND,4814.11,4847.61,loss,SL_PHASE1,-1.0,-137.47,13609.97
2026-02-05 17:00:00+00:00,2026-02-05 17:35:00+00:00,SELL,SELL_REENTRY,4830.31,4830.31,win,TRAIL_EXIT,0.0,68.05,13678.02
2026-02-05 18:55:00+00:00,2026-02-05 22:35:00+00:00,SELL,SELL_REVERSAL,4889.0,4808.11,win,TP2,3.0,410.34,14088.36
2026-02-06 10:15:00+00:00,2026-02-06 11:00:00+00:00,BUY,BUY_REENTRY,4855.01,4855.01,win,TRAIL_EXIT,0.0,70.44,14158.81
2026-02-06 11:25:00+00:00,2026-02-06 12:20:00+00:00,BUY,BUY_TREND,4863.74,4863.74,win,TRAIL_EXIT,0.0,70.79,14229.6
2026-02-06 12:35:00+00:00,2026-02-06 13:05:00+00:00,BUY,BUY_TREND,4872.99,4872.99,win,TRAIL_EXIT,0.0,71.15,14300.75
2026-02-06 14:35:00+00:00,2026-02-06 15:35:00+00:00,BUY,BUY_TREND,4888.27,4932.99,win,TP2,3.0,429.02,14729.77
2026-02-06 16:30:00+00:00,2026-02-06 22:30:00+00:00,BUY,BUY_TREND,4929.05,4946.86,win,TRAIL_EXIT,0.8,73.65,14803.42
2026-02-09 07:05:00+00:00,2026-02-09 08:20:00+00:00,BUY,BUY_TREND,5019.46,5022.44,win,TRAIL_EXIT,0.3,74.02,14877.44
2026-02-09 08:40:00+00:00,2026-02-09 09:05:00+00:00,BUY,BUY_TREND,5035.32,5021.7,loss,SL_PHASE1,-1.0,-148.77,14728.66
2026-02-09 15:00:00+00:00,2026-02-09 15:15:00+00:00,BUY,BUY_TREND,5018.84,5018.84,win,TRAIL_EXIT,0.0,73.64,14802.31
2026-02-09 17:30:00+00:00,2026-02-09 19:50:00+00:00,BUY,BUY_TREND,5053.9,5056.65,win,TRAIL_EXIT,0.2,74.01,14876.32
2026-02-10 11:05:00+00:00,2026-02-10 11:50:00+00:00,BUY,BUY_TREND,5057.78,5046.05,loss,SL_PHASE1,-1.0,-148.76,14727.55
2026-02-10 13:30:00+00:00,2026-02-10 14:05:00+00:00,BUY,BUY_TREND,5051.05,5051.05,win,TRAIL_EXIT,0.0,73.64,14801.19
2026-02-10 18:25:00+00:00,2026-02-10 19:15:00+00:00,SELL,SELL_TREND,5008.9,5027.53,loss,SL_PHASE1,-1.0,-148.01,14653.18
2026-02-10 19:35:00+00:00,2026-02-10 21:30:00+00:00,SELL,SELL_REVERSAL,5033.76,5025.03,win,TRAIL_EXIT,0.9,73.27,14726.45
2026-02-11 08:05:00+00:00,2026-02-11 08:35:00+00:00,BUY,BUY_TREND,5055.16,5055.16,win,TRAIL_EXIT,0.0,73.63,14800.08
2026-02-11 12:05:00+00:00,2026-02-11 12:40:00+00:00,BUY,BUY_TREND,5066.14,5086.71,win,TP2,3.0,444.0,15244.08
2026-02-12 09:20:00+00:00,2026-02-12 10:00:00+00:00,SELL,SELL_TREND,5059.15,5068.31,loss,SL_PHASE1,-1.0,-152.44,15091.64
2026-02-12 10:25:00+00:00,2026-02-12 10:40:00+00:00,SELL,SELL_REENTRY,5060.68,5060.68,win,TRAIL_EXIT,0.0,75.46,15167.1
2026-02-12 11:45:00+00:00,2026-02-12 11:55:00+00:00,BUY,BUY_TREND,5074.34,5074.34,win,TRAIL_EXIT,0.0,75.84,15242.93
2026-02-12 14:05:00+00:00,2026-02-12 15:05:00+00:00,SELL,SELL_TREND,5061.35,5061.35,win,TRAIL_EXIT,0.0,76.21,15319.15
2026-02-12 16:00:00+00:00,2026-02-12 17:30:00+00:00,SELL,SELL_REVERSAL,5069.54,5069.54,win,TRAIL_EXIT,0.0,76.6,15395.74
2026-02-13 14:25:00+00:00,2026-02-13 15:25:00+00:00,SELL,SELL_REVERSAL,4967.26,4967.26,win,TRAIL_EXIT,0.0,76.98,15472.72
2026-02-13 16:55:00+00:00,2026-02-13 17:45:00+00:00,BUY,BUY_TREND,5001.28,5001.28,win,TRAIL_EXIT,0.0,77.36,15550.09
2026-02-13 19:10:00+00:00,2026-02-13 22:50:00+00:00,BUY,BUY_TREND,5015.87,5025.73,win,TRAIL_EXIT,0.8,77.75,15627.84
2026-02-16 08:50:00+00:00,2026-02-16 09:05:00+00:00,SELL,SELL_REVERSAL,4996.21,4996.21,win,TRAIL_EXIT,0.0,78.14,15705.98
2026-02-16 16:35:00+00:00,2026-02-16 17:05:00+00:00,SELL,SELL_TREND,4989.76,4970.7,win,TP2,3.0,471.18,16177.15
2026-02-16 17:55:00+00:00,2026-02-16 18:25:00+00:00,SELL,SELL_TREND,4980.07,4980.07,win,TRAIL_EXIT,0.0,80.89,16258.04
2026-02-17 17:30:00+00:00,2026-02-17 18:05:00+00:00,SELL,SELL_TREND,4854.81,4880.32,loss,SL_PHASE1,-1.0,-162.58,16095.46
2026-02-17 19:50:00+00:00,2026-02-17 20:15:00+00:00,SELL,SELL_TREND,4856.89,4870.15,loss,SL_PHASE1,-1.0,-160.95,15934.51
2026-02-17 20:30:00+00:00,2026-02-17 20:50:00+00:00,SELL,SELL_REVERSAL,4881.39,4893.5,loss,SL_PHASE1,-1.0,-159.35,15775.16
2026-02-18 07:20:00+00:00,2026-02-18 07:40:00+00:00,BUY,BUY_TREND,4936.54,4936.54,win,TRAIL_EXIT,0.0,78.88,15854.04
2026-02-18 09:05:00+00:00,2026-02-18 09:15:00+00:00,BUY,BUY_TREND,4938.45,4938.45,win,TRAIL_EXIT,0.0,79.27,15933.31
2026-02-18 14:25:00+00:00,2026-02-18 14:40:00+00:00,SELL,SELL_REVERSAL,4921.01,4928.41,loss,SL_PHASE1,-1.0,-159.33,15773.97
2026-02-18 16:00:00+00:00,2026-02-18 16:50:00+00:00,BUY,BUY_TREND,4958.76,4993.83,win,TP2,3.0,473.22,16247.19
2026-02-18 18:00:00+00:00,2026-02-18 18:55:00+00:00,BUY,BUY_TREND,5001.95,5001.95,win,TRAIL_EXIT,0.0,81.24,16328.43
2026-02-18 19:50:00+00:00,2026-02-18 20:10:00+00:00,BUY,BUY_TREND,4999.24,4999.24,win,TRAIL_EXIT,0.0,81.64,16410.07
2026-02-19 10:15:00+00:00,2026-02-19 11:15:00+00:00,BUY,BUY_TREND,5014.12,5014.12,win,TRAIL_EXIT,0.0,82.05,16492.12
2026-02-19 18:40:00+00:00,2026-02-19 18:55:00+00:00,BUY,BUY_TREND,5005.82,4996.04,loss,SL_PHASE1,-1.0,-164.92,16327.2
2026-02-20 07:30:00+00:00,2026-02-20 08:00:00+00:00,BUY,BUY_TREND,5002.67,5017.57,win,TP2,3.0,489.82,16817.02
2026-02-20 09:35:00+00:00,2026-02-20 09:55:00+00:00,BUY,BUY_TREND,5017.94,5010.44,loss,SL_PHASE1,-1.0,-168.17,16648.85
2026-02-20 10:20:00+00:00,2026-02-20 11:15:00+00:00,BUY,BUY_REENTRY,5015.7,5040.9,win,TP2,3.0,499.47,17148.31
2026-02-20 12:10:00+00:00,2026-02-20 13:45:00+00:00,BUY,BUY_REVERSAL,5025.99,5025.99,win,TRAIL_EXIT,0.0,85.74,17234.05
2026-02-20 19:35:00+00:00,2026-02-20 20:15:00+00:00,BUY,BUY_TREND,5067.06,5067.06,win,TRAIL_EXIT,0.0,86.17,17320.22
2026-02-20 20:35:00+00:00,2026-02-20 23:45:00+00:00,BUY,BUY_TREND,5070.8,5102.28,win,TP2,3.0,519.61,17839.83
2026-02-23 08:15:00+00:00,2026-02-23 08:25:00+00:00,BUY,BUY_TREND,5160.65,5155.54,loss,SL_PHASE1,-1.0,-178.4,17661.43
2026-02-23 12:45:00+00:00,2026-02-23 13:10:00+00:00,BUY,BUY_TREND,5154.51,5154.51,win,TRAIL_EXIT,0.0,88.31,17749.74
2026-02-23 17:40:00+00:00,2026-02-23 18:00:00+00:00,BUY,BUY_TREND,5201.19,5185.65,loss,SL_PHASE1,-1.0,-177.5,17572.24
2026-02-23 18:10:00+00:00,2026-02-23 19:35:00+00:00,BUY,BUY_TREND,5202.52,5202.52,win,TRAIL_EXIT,0.0,87.86,17660.1
2026-02-23 19:55:00+00:00,2026-02-23 20:20:00+00:00,BUY,BUY_TREND,5208.06,5208.06,win,TRAIL_EXIT,0.0,88.3,17748.4
